"OBJECTID","SWSN_Type","SWSN_Ware","Dogozshi","Decoration","Red_slipped","Corrugated","Start_Date","End_Date","Chronology","Chronology2","Plus","References_","Comments","Smudged"
173,"Nogales Polychrome","Trincheras Series",,"polychrome",0,0,700,1150,1,1,0,"Heckman et al. 2000",,
1138,"North Creek Corrugated","Tusayan Gray Ware",,"plain",0,1,1025,1250,1,0,,"Colton 1952",,0
1139,"North Creek Gray","Tusayan Gray Ware",,"plain",0,0,1025,1250,1,0,,"Colton 1952",,0
674,"North Plains Black-on-red","Early White Mountain Red Ware",,"bichrome",1,0,1200,1300,1,1,0,"Dittert 1959",,
672,"North Plains Polychrome","Early White Mountain Red Ware",,"polychrome",1,0,1200,1300,1,1,0,"Dittert 1959",,
1717,"Northern Jornada Brown Ware, Undifferentiated","Northern Jornada Brown Ware",0,"plain",0,0,520,1450,0,0,,,,0
1049,"Northern Jornada White Ware, Undifferentiated","Northern Jornada White Ware",0,"bichrome",0,0,1175,1672,1,1,0,,,0
862,"Numic Brown Ware, Undifferentiated","Numic Brown Ware",,"plain",0,0,1000,1850,0,0,0,"Morrato; Cole 2012",,
486,"Obelisk Gray","Tusayan Gray Ware",,"plain",0,0,400,700,1,0,0,"SW Virtual Museum",,
870,"Obliterated Corrugated Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1100,1450,0,0,0,,,
896,"Obliterated Corrugated Gray Ware, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,1,1100,1400,1,0,,,,
874,"Obliterated Corrugated Smudged Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1100,1450,0,0,0,,,
1181,"Obliterated Corrugated Ware, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,1000,1400,0,0,0,,,0
1711,"Ochoa Idented Corrugated","Northern Jornada Brown Ware",0,"plain",0,1,1350,1450,1,0,,"OAS Website",,0
1712,"Ochoa Idented Corrugated, Smudged","Northern Jornada Brown Ware",0,"plain",0,1,1350,1450,1,0,,"OAS Website",,0
1713,"Ochoa Plain Brown","Northern Jornada Brown Ware",0,"plain",0,1,1350,1450,1,0,,"OAS Website",,0
1714,"Ochoa Plain Brown, Smudged","Northern Jornada Brown Ware",0,"plain",0,1,1350,1450,1,0,,"OAS Website",,0
970,"Ogapoge Polychrome","Northern Rio Grande Historic Bichrome-Polychrome Ware",0,"polychrome",0,0,1725,1825,1,1,0,,,0
665,"O'Leary Tooled","Tusayan Gray Ware",,"plain",0,0,850,900,1,0,0,"SW Virtual Museum",,
336,"Orange Ware, Undifferentiated","Undifferentiated Orange Ware",,"undifferentiated",0,0,1000,1350,0,0,0,"Oppelt 2007","earliest date: Tusayan Black-on-red",
929,"Orayvi Plain","Historic Hopi Utility Ware",0,"plain",0,0,1630,1750,1,0,,,,0
619,"Paayu Polychrome","Jeddito Yellow Ware",,"polychrome",0,0,1365,1385,1,1,0,"MNA website",,
174,"Padre Black-on-white","Little Colorado White Ware",1,"bichrome",0,0,1100,1250,1,1,0,"Douglas 1987; Hays-Gilpin and Van Hartesveldt 1998",,
885,"Padre/Walnut Black-on-white","Little Colorado White Ware",1,"bichrome",0,0,1100,1250,1,1,0,"combined types",,
889,"Painted Corrugated Ware, Undifferentiated","Undifferentiated Brown Ware",,"bichrome",0,1,1000,1450,0,0,0,,,
1140,"Pakiubi Corrugated","Tusayan Gray Ware",,"plain",0,1,1130,1250,1,0,,,,0
1624,"Palomas Buff","Lower Colorado Buff Ware",,"plain",0,0,1000,1900,1,0,,,"added by A. Torvinen (2/29/16) for CON Project; Beckwith (1988): mid-to-late Sacaton into Soho",
175,"Palomas Red-on-buff","Lower Colorado Buff Ware",,"bichrome",0,0,1000,1900,1,1,1,,,
1719,"Panhandle Aspect Ware","Panhandle Aspect Ware",0,"plain",0,0,1200,1450,1,0,,,,0
1623,"Papago Black-on-red","Papago Ware",,"bichrome",0,0,1771,1920,1,1,,"Fontana et al. 1962; Doelle 1983; Hiedke 2004","added by A. Torvinen (2/29/16) for CON Project; dates provided by L. Borck",
651,"Papago Plain","Papago Ware",,"plain",0,0,1700,1900,1,0,0,"Fontana et al 1962",,
652,"Papago Red","Papago Ware",,"plain",1,0,1700,1900,1,0,0,"Fontana et al 1962",,
1622,"Papago Red-on-buff","Papago Ware",,"bichrome",0,0,1700,1930,1,1,,"Fontana et al. 1962; Hiedke 2004","added by A. Torvinen (2/29/16) for CON Project; dates provided by L. Borck",
653,"Papago Ware, Undifferentiated","Papago Ware",,"plain",0,0,1700,1900,1,0,0,"Fontana et al 1962",,
1696,"Parker Buff","Lower Colorado Buff Ware",0,"plain",0,0,1000,1900,1,0,,,,0
176,"Parker Red-on-buff","Lower Colorado Buff Ware",,"bichrome",0,0,1000,1900,1,1,1,"Rogers 1945; Waters 1982",,
482,"Patterned Corrugated Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1000,1450,0,0,0,,,
1178,"Patterned Corrugated, Ware Undifferentiated","Undifferentiated Ware",0,"plain",0,1,1000,1400,0,0,0,,,0
720,"Payan Corrugated","Upper San Juan Brown and Gray Ware",,"plain",0,1,1000,1200,1,0,0,"Sciscenti et al. 1963",,
935,"Payupki Plain","Historic Hopi Utility Ware",0,"plain",0,0,1625,1825,1,0,,,,0
620,"Payupki Polychrome","Jeddito Yellow Ware",,"polychrome",0,0,1680,1780,1,1,0,"Wade and McChesney 1981",,
971,"Pecos Glaze Polychrome (Glaze E)","Rio Grande Glaze Ware",0,"polychrome",0,0,1500,1650,1,1,0,,,0
397,"Pecos Glaze Polychrome(Glaze E)","Rio Grande Glaze Ware",,"polychrome",1,0,1480,1630,1,1,1,"Eckert 2006",,
972,"Pecos Glaze, Undifferentiated (Glaze E)","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1500,1650,1,1,0,,,0
973,"Pecos Glaze-on-red (Glaze E)","Rio Grande Glaze Ware",0,"bichrome",0,0,1500,1650,1,1,0,,,0
974,"Pecos Glaze-on-yellow (Glaze E)","Rio Grande Glaze Ware",0,"bichrome",0,0,1500,1650,1,1,0,,,0
180,"Pena Black-on-white","Chuska White Ware",,"bichrome",0,0,800,900,1,1,0,"Windes 1977",,
975,"Penasco Micaceous","Rio Grande Gray Ware",0,"plain",0,0,1600,1900,1,0,0,,,0
612,"Peppersauce Red","Peppersauce Red Ware",,"plain",1,0,950,1200,1,0,0,"Wallace 1995",,
976,"Petaca Micaceous","Rio Grande Gray Ware",0,"plain",0,0,1600,1900,1,0,0,,,0
181,"Phoenix Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1350,1450,1,1,0,"Lyons 2004",,
182,"Phoenix Red","Phoenix Red Ware",,"plain",1,0,1300,1450,1,0,0,,"dates from P. Lyons",
778,"PI White Ware, Type Undifferentiated","Undifferentiated White Ware",,"bichrome",0,0,700,900,1,0,0,,,
779,"PI/PII White Ware, Type Undifferentiated","Undifferentiated White Ware",,"bichrome",0,0,700,1100,1,0,0,,,
183,"Piedra Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,800,920,1,1,0,"Breternitz et al. 1974; CCAC Manual",,
815,"Piedra Gray","Upper San Juan Brown and Gray Ware",,"plain",0,0,850,1050,1,0,0,"Reed and Goff 2007",,
857,"PII Gray Rim, Type Undifferentiated","Undifferentiated Gray Ware",,"plain",0,0,900,1100,1,0,0,,,
780,"PII White Ware, Type Undifferentiated","Undifferentiated White Ware",,"bichrome",0,0,900,1100,1,0,0,,,
858,"PII/PIII Gray Rim, Type Undifferentiated","Undifferentiated Gray Ware",,"plain",0,0,900,1300,1,0,0,,,
781,"PII/PIII White Ware, Type Undifferentiated","Undifferentiated White Ware",,"bichrome",0,0,900,1300,1,0,0,,,
859,"PIII Gray Rim, Type Undifferentiated","Undifferentiated Gray Ware",,"plain",0,0,1100,1300,1,0,0,,,
782,"PIII White Ware, Type Undifferentiated","Undifferentiated White Ware",,"bichrome",0,0,1100,1300,1,0,0,,,
878,"Pilares Ribbed Banded","Mogollon Brown Ware",,"plain",0,1,1050,1150,1,0,0,,,
1206,"Pilon Red-on-brown","Chihuahuan Brown Ware",0,"bichrome",0,0,600,1200,1,0,,,,0
1204,"Pilon/Fernando Red-on-brown","Chihuahuan Brown Ware",0,"bichrome",0,0,600,1200,1,0,,,,0
597,"Pima Plain","Undifferentiated Brown Ware",,"plain",0,0,1600,1800,1,0,0,"Jeff Clark (personal communication)",,
1655,"Pima Red Historic Ware",,,"undifferentiated",0,0,1540,1900,0,0,,,"added by A. Torvinen (8/17/16) for Connections Project; dates given by M. Peeples",
614,"Pinaleno Red-on-brown","San Simon Series",,"bichrome",0,0,700,800,1,1,0,"Heckman et al. 2000",,
613,"Pinaleno/Galiuro Red-on-brown","San Simon Series",,"bichrome",0,0,700,900,1,1,0,"Heckman et al. 2000",,
184,"Pindi Black-on-white","Northern Rio Grande White Ware",,"bichrome",0,0,1300,1400,1,1,0,"Habicht-Mauche 1993",,
185,"Pinedale Black-on-red","Late White Mountain Red Ware",,"bichrome",1,0,1280,1330,1,1,0,"Mills and Herr 1999",,
186,"Pinedale Black-on-white","Cibola White Ware",,"bichrome",0,0,1270,1320,1,1,0,"Mills and Herr 1999",,
187,"Pinedale Polychrome","Late White Mountain Red Ware",,"polychrome",1,0,1290,1330,1,1,0,"Mills and Herr 1999",,
481,"Pinedale/Cedar Creek Polychrome","Late White Mountain Red Ware",,"polychrome",1,0,1290,1350,1,1,0,"Mills and Herr 1999, Eckert 2006","either/or",
188,"Pinnawa Glaze-on-white","Zuni Glaze Ware",,"bichrome",0,0,1350,1450,1,1,0,"Dittert and Plog 1980 (but see Kintigh 1985)",,
190,"Pinnawa Red-on-white","Zuni Glaze Ware",,"bichrome",0,0,1325,1450,1,1,0,"Eckert 2006",,
191,"Pinto Black-on-red","Roosevelt Red Ware",,"bichrome",1,0,1275,1300,1,1,0,"DiPeso 1958; Cunkle 1994",,
900,"Pinto Black-on-red or Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1280,1330,1,1,0,,,
192,"Pinto Black-on-red, Corrugated","Roosevelt Red Ware",,"bichrome",1,1,1275,1300,1,1,0,,"dates from P. Lyons",
193,"Pinto Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1280,1330,1,1,0,"Lyons 2004",,
606,"Pinto/Gila Black-on-red","Roosevelt Red Ware",,"bichrome",1,0,1275,1375,1,1,0,"see pure types","pinto or gila indeterminate",
194,"Pinto/Gila Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1300,1450,1,1,0,,"dates from P. Lyons",
605,"Pinto-Gila Black-on-red","Roosevelt Red Ware",,"bichrome",1,0,1275,1375,1,1,0,"Jeff Clark (personal communication)",,
604,"Pinto-Gila Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1300,1350,1,1,0,"Jeff Clark (personal communication)",,
195,"Pinto-Gila Polychrome A","Roosevelt Red Ware",,"polychrome",1,0,1300,1350,1,1,0,,"dates from P. Lyons",
196,"Pinto-Gila Polychrome B","Roosevelt Red Ware",,"polychrome",1,0,1300,1350,1,1,0,,"dates from P. Lyons",
1163,"Pinyon Utility","Navajo Gray Ware",,"plain",0,0,1800,2000,1,0,,,,0
1597,"Pioneer period Plainware","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,475,750,1,0,,,,
1646,"Pioneer period red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,475,750,1,1,,,,
849,"Pitoche Plain","Pitoche Brown Ware",,"plain",0,0,500,1000,1,0,0,"SW virtual Museum",,1
851,"Pitoche Ribbed","Pitoche Brown Ware",,"plain",0,1,1050,1150,1,0,0,"SW virtual Museum",,1
871,"Plain Brown Smudged, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,400,1450,0,0,0,,,1
422,"Plain Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,0,400,1450,0,0,0,,,
872,"Plain Corrugated Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1000,1450,0,0,0,,,
873,"Plain Corrugated Smudged Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1000,1450,0,0,0,,,1
424,"Plain Gray Ware, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,0,500,1300,0,0,0,,"early: Lino Gray, late: Kiet Seel gray",
957,"Plain Micaceous Gray","Rio Grande Gray Ware",0,"plain",0,0,1300,1700,1,0,0,,,0
1058,"Plain Red Ware, Undifferentiated","Undifferentiated Red Ware",0,"plain",0,0,300,2000,0,0,,,,0
1057,"Plain Ware, Undifferentiated","Undifferentiated Ware",0,"plain",0,0,300,2000,0,0,0,,,0
435,"Playas Brown","Playas Red Ware",,"plain",0,0,1200,1450,1,0,0,,,
1195,"Playas Brown Incised","Playas Red Ware",0,"plain",1,0,1200,1450,1,0,0,,,0
1198,"Playas Brown Punctate","Playas Red Ware",0,"plain",1,0,1200,1450,1,0,0,,,0
1196,"Playas Brown Scored","Playas Red Ware",0,"plain",1,0,1200,1450,1,0,0,,,0
434,"Playas Red","Playas Red Ware",,"plain",1,0,1200,1450,1,0,0,,,
1191,"Playas Red Incised","Playas Red Ware",0,"plain",1,0,1200,1450,1,0,0,,,0
1194,"Playas Red Punctate","Playas Red Ware",0,"plain",1,0,1200,1450,1,0,0,,,0
1193,"Playas Red Scored","Playas Red Ware",0,"plain",1,0,1200,1450,1,0,0,,,0
978,"Poge Black-on-white","Northern Rio Grande White Ware",0,"bichrome",0,0,1300,1425,1,1,0,,,0
979,"Pojoaque Polychrome","Northern Rio Grande Historic Bichrome-Polychrome Ware",0,"polychrome",0,0,1720,1760,1,1,0,,,0
416,"Polacca Black-on-white","Hopi White Ware",,"bichrome",0,0,1150,1250,1,1,0,"Colton 1955",,
936,"Polacca Polychrome","Historic Hopi Yellow Ware",0,"polychrome",0,0,1780,1900,1,1,,,,0
405,"Polvadera Glaze-on-red (Glaze F)","Rio Grande Glaze Ware",,"bichrome",1,0,1520,1700,1,1,0,"Eckert 2006",,
406,"Polvadera Glaze-on-yellow (Glaze F)","Rio Grande Glaze Ware",,"bichrome",0,0,1520,1700,1,1,0,"Eckert 2006",,
431,"Polychrome, Undifferentiated","Undifferentiated Polychrome",,"polychrome",0,0,700,1900,0,0,0,,,
960,"Potsuwi'i Incised","Northern Rio Grande Historic Plain Ware",0,"undifferentiated dec",0,0,1500,1600,1,1,0,,,0
382,"Pottery Mound Polychrome","Rio Grande Glaze Ware",,"polychrome",0,0,1400,1490,1,1,0,"Boyd Dyer 2008",,
1000,"Powhoge Polychrome","Northern Rio Grande Historic Bichrome-Polychrome Ware",0,"polychrome",0,0,1760,1900,1,1,0,,,0
679,"Preclassic Style, Undifferentiated","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,700,1200,0,0,0,,,
1142,"Prescott Black-on-gray","Prescott Gray Ware",,"bichrome",0,0,1250,1400,1,1,,,,0
660,"Prescott Gray Ware, Undifferentiated","Prescott Gray Ware",,"plain",0,0,1025,1200,0,0,0,"Colton 1958",,
198,"Prieto Polychrome","Maverick Mountain Series",,"polychrome",1,0,1275,1400,1,1,0,"Neuzil 2008",,
393,"Puaray Glaze Polychrome (Glaze E)","Rio Grande Glaze Ware",,"polychrome",0,0,1480,1630,1,1,1,"Eckert 2006",,
980,"Puaray Glaze, Undifferentiated (Glaze E)","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1515,1650,1,1,0,,,0
214,"Puaray Glaze-on-red (Glaze E)","Rio Grande Glaze Ware",,"bichrome",1,0,1480,1630,1,1,1,"Eckert 2006",,
392,"Puaray Glaze-on-yellow (Glaze E)","Rio Grande Glaze Ware",,"bichrome",0,0,1480,1630,1,1,1,"Eckert 2006",,
215,"Puerco Black-on-red","Early White Mountain Red Ware",,"bichrome",1,0,1000,1175,1,1,0,"Mills and Herr 1999",,
216,"Puerco Black-on-white","Cibola White Ware",,"bichrome",0,0,1030,1200,1,1,0,"Mills and Herr 1999",,
880,"Puerco or Red Mesa Black-on-white","Cibola White Ware",,"bichrome",0,0,880,1200,1,1,0,,,
662,"Puerco Valley Brown Ware, Undifferentiated","Puerco Valley Brown Ware",,"plain",0,0,400,1300,0,0,0,"see original types",,
910,"Puerco Valley Corrugated Gray","Puerco Valley Gray Ware",0,"plain",0,1,800,1300,1,0,,,,0
563,"Puerco Valley Corrugated Gray Ware, Undifferentiated","Puerco Valley Gray Ware",,"plain",0,1,800,1300,0,0,0,,,
664,"Puerco Valley Gray Ware, Undifferentiated","Puerco Valley Gray Ware",,"plain",0,0,400,1300,0,0,0,"see original types",,
911,"Puerco Valley Moenkopi Style Corrugated Gray","Puerco Valley Gray Ware",0,"plain",0,1,1130,1250,1,0,,,,0
912,"Puerco Valley Narrow Clapboard Corrugated Gray","Puerco Valley Gray Ware",0,"plain",0,1,900,1025,1,0,,,,0
913,"Puerco Valley Plain Gray","Puerco Valley Gray Ware",0,"plain",0,0,500,1100,0,0,,,,0
471,"Puerco Valley Red Ware, Undifferentiated","Puerco Valley Red Ware",,"undifferentiated",0,0,1000,1200,1,0,1,"Hays-gilpin 1998",,
914,"Puerco Valley Wide Clapboard Corrugated Gray","Puerco Valley Gray Ware",0,"plain",0,1,850,925,1,0,,,,0
552,"Puerco-Reserve Black-on-white","Cibola White Ware",,"bichrome",0,0,1030,1200,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
981,"Puname Polychrome","Rio Grande Glaze Ware",0,"polychrome",0,0,1700,1750,1,1,0,,,0
639,"Quemado Gray Ware, Undifferentiated","Quemado Gray Ware (Navajo Utility)",,"plain",0,0,1540,1900,1,0,0,"Brugge 1981",,
1143,"Rainbow Corrugated","Tusayan Gray Ware",,"plain",0,1,1220,1320,1,0,,,,0
930,"Rainbow Gray","Tusayan Gray Ware",0,"plain",0,1,1220,1320,1,0,,,,0
217,"Ramos Black","Ramos Black Ware",,"plain",0,0,1200,1450,1,0,0,"Hendrickson 2003","Medio period",
218,"Ramos Polychrome","Chihuahuan Series",,"polychrome",0,0,1200,1450,1,1,0,"Hendrickson 2003",,
1677,"Rancihtos Polychrome","Puname District Polychrome Ware",0,"polychrome",0,0,1760,1825,1,1,0,,,0
219,"Red Mesa Black-on-white","Cibola White Ware",,"bichrome",0,0,880,1040,1,1,0,"Goetze and Mills 1993; Mills and Herr 1999",,
1182,"Red Mesa/Gallup Black-on-white","Cibola White Ware",0,"bichrome",0,0,880,1150,1,1,0,,,0
1183,"Red Mesa/Puerco Black-on-white","Cibola White Ware",0,"bichrome",0,0,880,1200,1,1,0,,,0
380,"Red Ware type, Undifferentiated","Undifferentiated Red Ware",,"undifferentiated",1,0,700,1700,0,0,0,,"early: Abajo, late: Glaze F",
340,"Red-on-brown, Undifferentiated","Undifferentiated Red-on-brown",,"bichrome",0,0,700,1450,0,0,0,,,
1234,"Red-on-buff Smudged, Undifferentiated","Undifferentiated Buff Ware",0,"bichrome",0,0,700,1450,0,0,0,,,1
1233,"Red-on-buff, Undifferentiated","Undifferentiated Buff Ware",0,"bichrome",0,0,700,1450,0,0,0,,,0
1668,"Red-on-gray, Undifferentiated","Undifferentiated Red-on-gray",0,"bichrome",0,0,700,1100,0,0,,,,0
1185,"Red-on-orange, Undifferentiated","Undifferentiated Ware",0,"bichrome",1,0,700,2000,0,0,0,,,0
483,"Red-on-white, Undifferentiated","Undifferentiated White Ware",,"bichrome",0,0,800,1450,0,0,0,,,
220,"Reserve Black-on-white","Cibola White Ware",,"bichrome",0,0,1050,1200,1,1,0,"Mills and Herr 1999; Hays-Gilpin 1998",,
1144,"Reserve Corrugated","Mogollon Brown Ware",,"plain",0,1,1050,1250,1,0,,"Hays-Gilpin 1998",,0
1145,"Reserve Smudged","Mogollon Brown Ware",,"plain",0,0,750,800,1,0,,,,1
551,"Reserve/Tularosa Black-on-white","Cibola White Ware",,"bichrome",0,0,1050,1300,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
221,"Rillito Red-on-brown","Tucson Basin Brown Ware",,"bichrome",0,0,800,950,1,1,0,"Heckman et al. 2000",,
680,"Rillito Red-on-brown, White Slip","Tucson Basin Brown Ware",,"bichrome",0,0,800,950,1,1,0,"see non slipped type",,
589,"Rillito/Rincon Red-on-brown","Tucson Basin Brown Ware",,"bichrome",0,0,800,1150,1,1,0,"see references for pure types.",,
682,"Rillito/Rincon Red-on-brown, White Slip","Tucson Basin Brown Ware",,"bichrome",0,0,800,1150,1,1,0,"see non slipped type",,
223,"Rincon Polychrome","Tucson Basin Brown Ware",,"polychrome",0,0,1000,1100,1,1,0,"Heckman et al. 2000",,
224,"Rincon Red","Rincon Red Ware",,"plain",1,0,1050,1200,1,0,0,"Dean 1991",,
225,"Rincon Red-on-brown","Tucson Basin Brown Ware",,"bichrome",0,0,950,1150,1,1,0,"Heckman et al. 2000",,
681,"Rincon Red-on-brown, White Slip","Tucson Basin Brown Ware",,"bichrome",0,0,950,1150,1,1,0,"see non slipped type",,
590,"Rincon/Tanque Verde Red-on-brown","Tucson Basin Brown Ware",,"bichrome",0,0,950,1350,1,1,0,"see references for pure types.",,
683,"Rincon/Tanque Verde Red-on-brown, White Slip","Tucson Basin Brown Ware",,"bichrome",0,0,950,1350,1,1,0,"see non slipped type",,
595,"Rincon/Tortolita Red","Undifferentiated Red Ware",,"plain",1,0,300,1200,0,0,0,"see references for pure types",,
657,"Rio de Flag Brown","Alameda Brown Ware",,"plain",0,0,775,1065,1,0,0,"Colton 1932",,
1044,"Rio Grande Blind Corrugated","Rio Grande Gray Ware",0,"plain",0,1,1250,1500,1,0,,"Liebmann 2006",,0
961,"Rio Grande Clapboard Corrugated Gray","Rio Grande Gray Ware",0,"plain",0,1,950,1150,1,0,0,,,0
962,"Rio Grande Corrugated Gray","Rio Grande Gray Ware",0,"plain",0,1,950,1150,1,0,0,,,0
1008,"Rio Grande Glaze (Glaze A), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1313,1500,1,1,0,,,0
1669,"Rio Grande Glaze (Glaze AB), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1313,1500,1,1,0,,,0
1673,"Rio Grande Glaze (Glaze ABC), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1313,1600,1,1,0,,,0
1009,"Rio Grande Glaze (Glaze B), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1400,1500,1,1,0,,,0
1010,"Rio Grande Glaze (Glaze C), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1410,1600,1,1,0,,,0
1014,"Rio Grande Glaze (Glaze CD), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1410,1600,1,1,0,,,0
1011,"Rio Grande Glaze (Glaze D), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1460,1550,1,1,0,,,0
1012,"Rio Grande Glaze (Glaze E), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1480,1630,1,1,0,,,0
1015,"Rio Grande Glaze (Glaze EF), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1480,1700,1,1,0,,,0
1013,"Rio Grande Glaze (Glaze F), Undifferentiated","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1575,1700,1,1,0,,,0
1004,"Rio Grande Glaze Polychrome, Undifferentiated","Rio Grande Glaze Ware",0,"polychrome",0,0,1313,1700,0,0,0,,,0
341,"Rio Grande Glaze, Undifferentiated","Rio Grande Glaze Ware",,"undifferentiated dec",0,0,1313,1700,0,0,0,,,
1041,"Rio Grande Glaze-on-buff, Undifferentiated","Rio Grande Glaze Ware",0,"bichrome",0,0,1313,1700,0,0,0,,,0
1005,"Rio Grande Glaze-on-red, Undifferentiated","Rio Grande Glaze Ware",0,"bichrome",1,0,1313,1700,0,0,0,,,0
1006,"Rio Grande Glaze-on-white, Undifferentiated","Rio Grande Glaze Ware",0,"bichrome",0,0,1313,1700,0,0,0,,,0
1007,"Rio Grande Glaze-on-yellow, Undifferentiated","Rio Grande Glaze Ware",0,"bichrome",0,0,1313,1700,0,0,0,,,0
982,"Rio Grande Gray Ware, Basket Impressed","Rio Grande Gray Ware",0,"plain",0,0,600,1300,0,0,0,,,0
1680,"Rio Grande Gray, Undifferentiated","Rio Grande Gray Ware",0,"plain",0,0,600,1900,0,0,0,,,0
1018,"Rio Grande Incised/tooled Plain Gray","Rio Grande Gray Ware",0,"plain",0,0,600,1300,0,0,0,,,0
963,"Rio Grande Indented Corrugated Gray","Rio Grande Gray Ware",0,"plain",0,1,1050,1300,1,0,0,,,0
1017,"Rio Grande Neck Corrugtaed Gray","Rio Grande Gray Ware",0,"plain",0,1,900,1000,1,0,0,,,0
1016,"Rio Grande Neckbanded Gray","Rio Grande Gray Ware",0,"plain",0,1,800,1000,1,0,0,,,0
959,"Rio Grande Plain Gray","Rio Grande Gray Ware",0,"plain",0,0,600,1300,0,0,0,,,0
977,"Rio Grande Plain Gray, Smudged","Rio Grande Gray Ware",0,"plain",0,0,600,1300,0,0,0,,,1
1678,"Rio Grande Smeared Gray","Rio Grande Gray Ware",0,"plain",0,1,1200,1450,1,0,0,,,0
1710,"Rio Grande Smeared Indented Corrugated Gray","Rio Grande Gray Ware",0,"plain",0,1,1200,1450,1,0,,,,0
1001,"Rio Grande Striated Gray","Rio Grande Gray Ware",0,"plain",0,0,900,1300,1,0,0,,,0
342,"Rio Grande White ware, Undifferentiated","Rio Grande White Ware",,"bichrome",0,0,1050,1672,0,0,0,,,
227,"Rio Rico Polychrome","Tucson Basin Brown Ware",,"polychrome",0,0,850,1000,1,1,0,"Doyel 1977",,
343,"Roosevelt Black-on-red, Undifferentiated","Roosevelt Red Ware",,"bichrome",1,0,1275,1375,1,1,0,,,
436,"Roosevelt Black-on-white","Cibola White Ware",,"bichrome",0,0,1270,1320,1,1,0,"Mills and Herr 1999",,
344,"Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware",,"polychrome",1,0,1280,1450,1,1,0,,,
345,"Roosevelt Red Ware type, Undifferentiated","Roosevelt Red Ware",,"undifferentiated",1,0,1275,1450,1,0,0,,,
346,"Roosevelt White-on-red, Undifferentiated","Roosevelt Red Ware",,"bichrome",1,0,1300,1350,1,1,0,,,
820,"Rosa Black-on-white","Upper San Juan White Ware",,"bichrome",0,0,700,875,1,1,0,"Reed and Goff 2007",,
812,"Rosa Brown","Upper San Juan Brown and Gray Ware",,"plain",0,0,700,950,1,0,0,"Reed and Goff 2007",,
813,"Rosa Gray","Upper San Juan Brown and Gray Ware",,"plain",0,0,700,1000,1,0,0,"Reed and Goff 2007",,
814,"Rosa Neckbanded","Upper San Juan Brown and Gray Ware",,"plain",0,1,775,900,1,0,0,"Reed and Goff 2007",,
1705,"Roswell Brown","Northern Jornada Brown Ware",0,"plain",0,0,800,1200,1,0,,,,0
1715,"Roswell Corrugated","Northern Jornada Brown Ware",0,"plain",0,1,1050,1350,1,0,,,,0
983,"Rowe Black-on-white","Rio Grande White Ware",0,"bichrome",0,0,1300,1425,1,1,0,,,0
1606,"Sacaton 1 (Buffware)","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,900,1020,1,1,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1605,"Sacaton 1/2 (Buffware)","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,900,1020,1,1,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1604,"Sacaton 3 (Buffware)","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1020,1100,1,1,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
