"Site","P_900","DOG_900","BM_900","M_900","DOG_P_900","BM_P_900","DOG_R_900","EV_900","P_950","DOG_950","BM_950","M_950","DOG_P_950","BM_P_950","DOG_R_950","EV_950","P_1000","DOG_1000","BM_1000","M_1000","DOG_P_1000","BM_P_1000","DOG_R_1000","EV_1000","P_1050","DOG_1050","BM_1050","M_1050","DOG_P_1050","BM_P_1050","DOG_R_1050","EV_1050","P_1100","DOG_1100","BM_1100","M_1100","DOG_P_1100","BM_P_1100","DOG_R_1100","EV_1100","P_1150","DOG_1150","BM_1150","M_1150","DOG_P_1150","BM_P_1150","DOG_R_1150","EV_1150","SWSN_ID","CSN_macro_group","Mean_Rooms","Size_Class","GH_Count","GK_Count","Dshp_Count","Biwall_Count","Triwall_Count","PubArch","EASTING","NORTHING"
"Cerro Pomo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1324.0711,0,0,0,0,0,0,1.3363118361963,2346.1396,0,0,0,0,0,0,1.39658131188255,2239.7895,0,0,0,0,0,0,1.23336146493882,3069,"Mariana Mesa/Quemado",40,1,1,1,0,0,0,"2",710000,3800000
"Cerro Prieto--Quemado",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,6.2369,0.0589,6,0,0.00944379419262775,0.962016386345781,0.00944379419262775,1.27605399648044,7.3608,1.0922,0,0,0.148380610803174,0,0.148380610803174,1.31842054294496,13.6984,0.8489,0,0,0.0619707411084506,0,0.0619707411084506,1.34333616039152,6.6402,0,0,0,0,0,0,1.13289166705553,1942,"Mariana Mesa/Quemado",175,2,1,0,0,0,0,"1",720000,3830000
"Chaco East",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,66.3493,2.9638,58.7153,0.2379,0.0446696498681976,0.88494226766522,0.0425183084071723,1.28226014787577,68.6707,53.3701,0.2848,0.4132,0.777188815608404,0.00414732921027454,0.773578542231257,1.33958572219876,79.3789,47.6029,0,0.286,0.599692109616031,0,0.597530326069018,1.38599056226792,18.6011,1.0633,0,0.0629,0.0571632860422233,0,0.055134373773594,1.23391107164022,3070,"Central San Juan Basin",25,1,1,0,0,0,0,"1",790000,3990000
"Chacra Mesa Great Kiva",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,26.2648,3.7866,6,2.8224,0.144170144071152,0.228442630440742,0.0796944960555572,1.08319897225144,61.9584,32.1389,0,7.834,0.518717397479599,0,0.442853592087594,1.11622814653086,63.5931,30.9069,0,7.2779,0.486010274699614,0,0.417343391028272,1.13931088258245,37.308,2.9767,0,2.0659,0.0797871770129731,0,0.0465626675243916,1.31927028825463,3071,"Chaco Canyon",NA,NA,0,1,0,0,0,"1",780000,3990000
"Chambers Great House",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,13.4659,0.1114,6,0,0.00827274820101144,0.445569921059862,0.00827274820101144,1.26820657701422,20.0752,3.2201,0,0,0.160401888897744,0,0.160401888897744,1.26698313415211,19.6208,3.6684,0,0,0.186964853624725,0,0.186964853624725,1.24013551286212,7.8381,0,0,0,0,0,0,NA,3072,"Rio Puerco of the West",40,1,1,1,0,0,0,"2",640000,3900000
"Chetro Ketl",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,65.3466,16.2186,21.5014,8.0062,0.248193479079248,0.329036246721329,0.174682079863375,1.00225043886445,311.001,197.5445,0.4987,23.7669,0.635189275918727,0.00160353182144109,0.589336883161147,1.15161262357015,452.3726,189.1915,0,17.979,0.418220511145016,0,0.394374239288587,1.30191437886091,270.2796,8.0451,0,7.2478,0.0297658424831175,0,0.013676281894749,1.31104255531511,3073,"Chaco Canyon",490,3,1,1,0,0,0,"2",770000,3990000
"Chimney Rock",0,0,0,0,NA,NA,NA,NA,53.1859,8.0172,3.4382,8.0172,0.150739199675102,0.0646449528916499,0.0602956798700408,0.261259697583881,106.0309,55.0054,1.4942,54.1063,0.518767642262774,0.0140921184296276,0.212594819057463,0.122341218405571,149.897,108.2012,0.0676,89.891,0.721836994736386,0.000450976337084798,0.362025924468135,0.299817229889614,126.8668,82.5739,0,61.6014,0.650870834607636,0,0.359535039900116,0.443670901186657,27.0199,14.2025,0,12.3842,0.525631108923423,0,0.250629350959848,0.848611133939251,3074,"San Juan Foothills",55,1,1,1,0,0,0,"2",830000,4120000
"Church Rock",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9.6157,0.1047,6,0,0.0108884428590742,0.623979533471302,0.0108884428590742,1.28148207690412,11.5347,3.7113,0,0,0.321750890790398,0,0.321750890790398,1.32093253711593,5.8495,4.184,0,0,0.715274809812804,0,0.715274809812804,NA,0,0,0,0,NA,NA,NA,NA,3075,"Rio Puerco of the West",20,1,1,1,0,0,0,"2",720000,3940000
"Cline Point",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,448.1398,0.5263,47.6693,0,0.00117441030678373,0.106371493895432,0.00117441030678373,1.2702742370481,624.0036,11.0011,1.3308,0,0.0176298662379512,0.00213268000376921,0.0176298662379512,1.31455711621619,582.4185,8.4725,0,0,0.0145470997229655,0,0.0145470997229655,1.33774386452947,421.4384,0,0,0,0,0,0,1.11401669623426,3076,"Silver Creek",25,1,0,1,0,0,0,"1",560000,3800000
"Coalbed Village",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9.1274,9.1274,0,9.1274,1,0,0.4,NA,22.7193,22.7193,0,22.7193,1,0,0.4,0.0860404235993651,18.8494,18.8494,0,18.8494,1,0,0.4,0.200285738903109,6.2999,4.3038,0,4.3038,0.683153700852394,0,0.273261480340958,NA,3078,"Southeast Utah",125,2,1,1,0,0,0,"2",660000,4160000
"Coolidge",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,24.4555,0.3242,15,0,0.0132567316145652,0.613358958107583,0.0132567316145652,1.28360226704324,16.7631,6.0071,0,0,0.358352572018302,0,0.358352572018302,1.32857706519363,7.879,4.6687,0,0,0.592549815966493,0,0.592549815966493,1.34535424042872,0.9026,0,0,0,0,0,0,NA,3081,"Rio Puerco of the West",29,1,2,3,0,0,0,"4+",740000,3930000
"Cornfields",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,52.0609,5.5212,0,0.717,0.106052719027139,0,0.0977893198158311,0.729185666753219,83.956,3.9361,0,0.283,0.0468828910381628,0,0.0448604030682739,0.745046539112985,994,"Defiance Plateau",275,3,1,0,0,0,0,"1",620000,3950000
"Cothruns",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,246.7142,0.1016,95.4612,0,0.000411812534503486,0.386930302349844,0.000411812534503486,1.25601277498231,371.2701,2.7868,6.7801,0,0.00750612559427759,0.0182619068974313,0.00750612559427759,1.27732630632665,558.427,3.1116,1.7587,0,0.00557208014655452,0.00314938210365903,0.00557208014655452,1.30234290966003,471.4661,0,0,0,0,0,0,1.12878031165396,3083,"Silver Creek",6,1,0,1,0,0,0,"1",570000,3800000
"Cottonwood Falls",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,229.0626,0.0971,0,0,0.000423901588474068,0,0.000423901588474068,0.087713557278198,459.105,0.4358,0,0,0.000949238191699067,0,0.000949238191699067,0.203583089174721,463.4916,0.7726,0,0,0.00166691262581674,0,0.00166691262581674,0.965503686808041,3084,"Southeast Utah",85,2,1,1,0,0,0,"2",620000,4160000
"Cottonwood Seep",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.5045,0,0,0,0,0,0,NA,1.7142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cox Ranch",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,363.7767,13.3768,107,0,0.0367720087625183,0.294136485376881,0.0367720087625183,1.27643957079253,2944.128,321.5151,0,0,0.109205544052433,0,0.109205544052433,1.34268494649659,4681.923,253.1082,0,0,0.054060735300431,0,0.054060735300431,1.39514809992464,2418.1725,0,0,0,0,0,0,1.24130962290717,1988,"Mariana Mesa/Quemado",50,1,1,1,0,0,0,"2",700000,3810000
"Coyotes Sing Here",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,52.577,1.385,38,0,0.0263423169827111,0.722749491222398,0.0263423169827111,1.28087953983223,38.4226,25.6667,0,0,0.668010493823947,0,0.668010493823947,1.32400266626544,21.0003,19.9482,0,0,0.949900715704061,0,0.949900715704061,1.36796525589557,0,0,0,0,NA,NA,NA,NA,3086,"Lobo Mesa",17,1,1,1,0,0,0,"2",770000,3930000
"Crumbled House",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.7182,1.9463,0,0,0.412509007672417,0,0.412509007672417,NA,9.988,1.0537,0,0,0.105496595915098,0,0.105496595915098,0.590484610468287,15.3354,0,0,0,0,0,0,0.542944670096612,754,"Chuska Slope",NA,NA,1,0,0,0,0,"1",700000,4010000
"CS219",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.8115,0,3.5,0,0,0.323729362253156,0,0.0682604649321839,14.0641,0,2.5,0,0,0.177757552918424,0,0.0872577783678714,9.2128,0,0,0,0,0,0,NA,3087,"Silver Creek",NA,NA,0,1,0,0,0,"1",580000,3790000
"CS689",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,16.5065,0.0728,4.3929,0,0.00441038378820465,0.266131523945112,0.00441038378820465,0.915594105149502,24.943,0.5493,1.1287,0,0.0220222106402598,0.045251172673696,0.0220222106402598,0.519037086329088,30.1564,0.378,0.4783,0,0.0125346526773753,0.0158606464962661,0.0125346526773753,0.888838100944825,31.213,0,0,0,0,0,0,1.10668817257996,3088,"West",NA,NA,0,1,0,0,0,"1",510000,3830000
"Cuatro Payasos",51.6987,0,33.2543,0,0,0.643232808561917,0,1.36615306076632,95.0884,0.0523,84.01,0.0523,0.000550014512811237,0.883493675358929,0.000220005805124495,1.49575219941322,100.5734,3.6518,57.0348,0.7856,0.0363097996090418,0.567096269987889,0.0316230732977109,1.23045879344674,106.2073,61.0771,0.1793,1.7228,0.575074406373197,0.00168820787271685,0.56534174204598,1.12010063475218,93.8426,64.1324,0,1.7686,0.683403912508818,0,0.672096041669775,1.24668286921905,19.7671,1.0865,0,0.6705,0.0549650682194151,0,0.034613069190726,1.14223787671418,3089,"Central San Juan Basin",14,1,1,0,0,0,0,"1",740000,4010000
"Dalton Pass",29.9585,0,19.9746,0,0,0.666742326885525,0,1.34848244143517,34.8476,0,26.2786,0,0,0.754100712818099,0,1.460800917485,27.4951,0.3242,8.1159,0,0.0117911918850995,0.295176231401232,0.0117911918850995,1.28339222475203,31.717,6.0071,0,0,0.189396853422455,0,0.189396853422455,1.3456719739012,31.6151,4.6687,0,0,0.14767310557297,0,0.14767310557297,1.39640497407989,10.104,0,0,0,0,0,0,1.23641226737707,3090,"Lobo Mesa",20,1,1,1,0,0,0,"2",740000,3960000
"Dancing Rock GH",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,28.8561,0.1711,27.0133,0,0.00592942220189146,0.93613828618559,0.00592942220189146,0.910401796577395,9.5417,2.551,3.9867,0,0.26735277780689,0.417818627707851,0.26735277780689,NA,13.5958,4.727,0,0,0.347680901454861,0,0.347680901454861,0.093170245764707,16.0063,2.551,0,0,0.159374746193686,0,0.159374746193686,0.1958361460808,2602,"Upper Chinle Drainage",9,1,1,0,0,0,0,"1",630000,4060000
"Danson 202",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.3634,0,0,0,0,0,0,NA,5.6923,0,0,0,0,0,0,NA,2.9441,0,0,0,0,0,0,NA,3091,"Mariana Mesa/Quemado",50,1,1,0,0,0,0,"1",730000,3800000
"Deer Springs",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,32.9919,0.3958,13,0,0.011996884083669,0.394036111894132,0.011996884083669,1.1749057511884,48.6901,10.6778,0,0,0.219301254259079,0,0.219301254259079,1.34147924512694,54.5331,8.9265,0,0,0.163689575688894,0,0.163689575688894,1.3810200779896,32.7844,0,0,0,0,0,0,1.28188018068683,3093,"Chuska Slope",7,1,1,0,0,0,0,"1",700000,3960000
"Dittert Ranch",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.0189,0,0,0,0,0,0,NA,4.7644,0,0,0,0,0,0,NA,4.5317,0,0,0,0,0,0,NA,2999,"Acoma",40,1,1,0,0,0,0,"1",780000,3840000
"Dye Wash",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20.4038,0.282,12,0,0.0138209549201619,0.588125741283486,0.0138209549201619,1.27592229872988,14.3898,5.6471,0,0,0.392437698925628,0,0.392437698925628,1.34092080710277,16.1024,5.8034,0,0,0.360405902225755,0,0.360405902225755,1.33584466423635,8.3029,0.2508,0,0,0.030206313456744,0,0.030206313456744,NA,3429,"Chuska Slope",NA,NA,1,0,0,0,0,"1",710000,3960000
"Dzil Nda Kai",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12.7946,0.4197,7.583,0,0.0328029012239539,0.592671908461382,0.0328029012239539,1.00510768265078,12.867,9.543,0.4171,0,0.741664723711821,0.0324162586461491,0.741664723711821,1.3414515905778,8.3385,8.0372,0,0,0.963866402830245,0,0.963866402830245,NA,0,0,0,0,NA,NA,NA,NA,3096,"Central San Juan Basin",8,1,1,0,0,0,0,"1",720000,3970000
"Eagle Crag",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7.0148,1.8674,0,0,0.266208587557735,0,0.266208587557735,NA,10.868,3.9637,0,0,0.364712918660287,0,0.364712918660287,0.388326265697243,8.4279,3.4505,0,0,0.409413970265428,0,0.409413970265428,NA,977,"Defiance Plateau",100,2,1,0,0,0,0,"1",610000,3960000
"Edge of the Cedars",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1493.9928,331.4931,35.4942,329.9646,0.221884001047395,0.0237579458214256,0.0893674587989983,0.0838213389408776,950.4452,602.4807,1.5059,573.1145,0.633893148179401,0.00158441538765202,0.272095645282863,0.114179796407513,759.0957,451.2298,0,396.6748,0.594430715389377,0,0.280893331367837,0.23683120934457,229.4659,97.796,0,78.246,0.426189686572166,0,0.221594581155631,0.815914281079993,3097,"Southeast Utah",16,1,1,1,0,0,0,"2",630000,4170000
